TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
club.mytree.VkClient,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,138,0.3,2,9,9,163500,1495563967300,0.11764705882352941,11000000000000000000000000000000000000000000000000011110000011000000,0.05263157894736842,0010000000000000000,1.0,111111111,5,3,4,2,0.045454545454545456,100000000011000000000000000000000000000000000000000000000000000000,0.0,000000000000000,0.6,10011,0.0,00000,0.05263157894736842,1000000000000000000
